id,slug,lang,categoria_old,categoria_new,action,note
017f58e0-dd07-447f-a0ac-1d16e90e72e3,14-giochi-da-fare-insieme,it,Tempo libero,,unknown,Valore non mappato: 'Tempo libero' — aggiungere a categorie.json o assegnare manualmente
615f1b80-14a9-4897-83d5-63b552957370,14-giochi-da-fare-insieme-en,en,,,skip_null,
dbdef0b0-aaa8-4d15-bbef-3f9a6fb9287f,giochi-e-giocattoli-tanti-da-scegliere,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
8df9fe32-86df-49e4-9c48-dd8680c0c9f0,il-giocare-del-bambino-autistico,it,Salute,,unknown,Valore non mappato: 'Salute' — aggiungere a categorie.json o assegnare manualmente
fa0c883a-4ebd-4519-b8a3-39c9fc903a28,cantare-giocare-comunicare,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
70ca666b-b667-4fd8-a7ad-96e24a30f7fd,22-mini-giochi-da-fare-insieme,it,Tempo libero,,unknown,Valore non mappato: 'Tempo libero' — aggiungere a categorie.json o assegnare manualmente
c4fe6086-b43e-45ec-b705-f48edf225cff,andiamo-a-giocare,it,Spiritualità,spiritualita,dry,
e1bc6f30-30e7-4503-ad84-698425e3d9a3,70-giochi-per-rilassare-tuo-figlio-da-2-a-6-anni,it,Cultura,cultura,dry,
64a3ae6f-b57b-4659-acef-a194a932b654,interactive-games-unforgettable-group-fun,en,Spiritualità,spiritualita,dry,
b362cc6b-03b2-4796-909d-d0961e9af10b,non-vuole-piu-andare-a-messa,it,Spiritualità,spiritualita,dry,
92e6c3be-4f5c-43e1-afb6-a75dc311ae46,catechesi-disabilita-confessione,it,Catechesi,,unknown,Valore non mappato: 'Catechesi' — aggiungere a categorie.json o assegnare manualmente
765bf120-78e2-45bf-98ae-a9e4ed108493,per-tutte-le-sabine-del-mondo,it,Fede e Luce,fede-e-luce,dry,
b553bb6b-807e-4aed-9af3-02df574c3d35,un-fardello-pesante,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
802388d5-2df6-4233-963e-dee2cbda207d,dialogo-aperto-n-47,it,Fede e Luce,fede-e-luce,dry,
e0be142a-3a6b-4876-8e5c-3b82b23774e3,come-costruire-il-futuro-delle-persone-disabili,it,Progetti,,unknown,Valore non mappato: 'Progetti' — aggiungere a categorie.json o assegnare manualmente
e60088da-59d4-4bdd-bcaf-b5b491cc0bed,ferie-dagosto,it,Fede e Luce,fede-e-luce,dry,
828a359c-4118-4c54-9093-5ae6f160e447,vita-fede-e-luce-n-47,it,Fede e Luce,fede-e-luce,dry,
